연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
518,2022-11-15,2022-11-15~2022-11-18,한국직업능력연구원,대학 교육 조교(TA) 및 연구 조교(RA),계약직,월급,2550000,무관,무관,석사,행정학,    ,세종특별자치시  시청대로 370 (반곡동)사회정책동(8~12층),"공사,공공",대전지역본부,2022-11-15,1588-1519
519,2022-11-15,2022-11-15~2022-11-16,국립농산물품질관리원충남지원,사무 보조원(공공기관),상용직,월급,1962480,무관,무관,무관,,    ,"대전광역시 중구 보문로 327 (선화동,농산물품질관리원)국립농산물품질관리원","공사,공공",대전지역본부,2022-11-15,1588-1519
520,2022-11-15,2022-11-15~2022-11-21,쿠팡풀필먼트서비스유한회사,총무 및 일반 사무원,계약직,월급,1080000,무관,무관,무관,,    ,경기도 광주시 도척면 도척로 401-87 쿠팡 경기광주1센터,대기업,경기지역본부,2022-11-15,1588-1519
521,2022-11-15,2022-11-15~2022-11-30,(주)씨엘씨컴퍼니,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,경기도 화성시 향남읍 길성길 166-93 .,중소,경기지역본부,2022-11-18,1588-1519
522,2022-11-15,2022-11-15~2022-12-09,그린위드(주),세탁원(다림질원),계약직,시급,9160,무관,0년개월,무관,,    ,"서울특별시 송파구 올림픽로 269 (신천동, 롯데캐슬골드)",대기업,강원지사,2022-11-15,1588-1519
523,2022-11-15,2022-11-15~2022-12-30,에스에스모빌리티(주),대여제품 방문 점검원,상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 동작구 상도로 369 (상도동) 벤처관 201호,중소,서울남부지사,2022-11-22,1588-1519
524,2022-11-15,2022-11-15~2022-12-06,주식회사 미디소프트,사무 보조원(일반사업체),계약직,시급,9160,무관,0년개월,무관,,    ,서울특별시 구로구 디지털로 271 (구로동) 109,중소,서울남부지사,2022-11-16,1588-1519
525,2022-11-15,2022-11-15~2022-11-30,아인의료재단 서울여성병원,의료 보조원,계약직,시급,9160,무관,0년개월,무관,,    ,인천광역시 미추홀구 경원대로 771 (주안동),중소,인천지사,2022-11-15,1588-1519
526,2022-11-15,2022-11-15~2022-11-21,현대해상화재보험(주),사무 보조원(일반사업체),계약직,월급,2030000,무관,무관,무관,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,울산지사,2022-11-15,1588-1519
527,2022-11-15,2022-11-15~2022-11-25,코레일네트웍스(주),매표원 및 복권판매원,상용직,월급,2000000,무관,0년개월,무관,,    ,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋) 102동(업무동) 13층","공사,공공",서울지역본부,2022-11-17,1588-1519
528,2022-11-15,2022-11-15~2022-11-30,(의)실로암안과병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1200000,무관,무관,무관,,    ,서울특별시 강서구 등촌로 181  (등촌동),중소,서울남부지사,2022-11-15,1588-1519
529,2022-11-15,2022-11-15~2022-11-25,(주)서울랜드,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,무관,무관,,    ,경기도 과천시 광명로 181 (막계동),대기업,경기서부지사,2022-11-15,1588-1519
530,2022-11-15,2022-11-15~2022-11-15,(주)이랑,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,무관,무관,,    ,경기도 안양시 만안구 안양로329번길 108 안양월드204호,중소,경기서부지사,2022-11-15,1588-1519
531,2022-11-15,2022-11-15~2022-11-25,주식회사 삼천리모터스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,10000,경력,1년개월,무관,,    ,충청북도 청주시 흥덕구 가로수로754번길 15  (석소동),중소,경기서부지사,2022-11-15,1588-1519
532,2022-11-15,2022-11-15~2022-11-25,(주)유일시스,자동차 부분품 조립·검사원,상용직,월급,1914440,무관,0년개월,무관,,    ,경기도 시흥시 정왕천로 197 (정왕동) 동우디지털파크 B동 317호,중소,경기서부지사,2022-11-15,1588-1519
533,2022-11-15,2022-11-15~2022-12-31,(주)세스코,방역원(해충퇴치원 포함),계약직,연봉,15400000,무관,무관,고졸,,    ,충청남도 천안시 동남구 신흥1길 37 4층 (신방동),대기업,충남지사,2022-11-15,1588-1519
534,2022-11-15,2022-11-15~2023-02-14,에스케이씨하이테크앤마케팅(주),안마사,계약직,연봉,22000000,무관,0년개월,무관,,    ,충청남도 천안시 서북구 성거읍 성거길 112 ((주)SKC),대기업,충남지사,2022-11-15,1588-1519
535,2022-11-15,2022-11-15~2022-11-24,주식회사 포스코휴먼스,사무 보조원(일반사업체),계약직,시급,9200,무관,무관,무관,,    ,경상북도 포항시 남구 동해안로6213번길 15-1 포스코휴먼스 (동촌동),중소,경북지사,2022-11-15,1588-1519
536,2022-11-15,2022-11-15~2022-11-18,한화시스템(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,월급,2400000,무관,무관,무관,,    ,경상북도 구미시 1공단로 244  (공단동),중소,경북지사,2022-11-15,1588-1519
537,2022-11-15,2022-11-15~2022-12-31,해피위드 주식회사,환경 미화원,상용직,시급,9160,무관,0년개월,무관,,    ,경상북도 구미시 1공단로4길 141-11 (공단동) 해피위드,대기업,경북지사,2022-11-22,1588-1519
538,2022-11-15,2022-11-15~2022-12-05,(주)삼성글로벌리서치 ,사무 보조원(일반사업체),계약직,연봉,33000000,무관,무관,초대졸,,    ,서울특별시 서초구 서초대로74길 4 (서초동) 삼성생명 서초타워 31층,중소,서울동부지사,2022-11-15,1588-1519
539,2022-11-15,2022-11-15~2022-11-21,한국구화학교,사무 보조원(일반사업체),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 강동구 고덕로 295-59 (고덕동),"공사,공공",서울동부지사,2022-11-15,1588-1519
540,2022-11-15,2022-11-15~2022-12-31,쿠팡 주식회사,출판·자료 편집 사무원,계약직,월급,1000000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2022-11-15,1588-1519
541,2022-11-15,2022-11-15~2022-12-31,쿠팡 주식회사,협회·회원단체 사무원,계약직,월급,1000000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2022-11-15,1588-1519
542,2022-11-15,2022-11-15~2022-12-30,쿠팡 주식회사,총무 및 일반 사무원,계약직,월급,1000000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2022-11-15,1588-1519
543,2022-11-15,2022-11-15~2022-12-30,자연별곡 강남점,주방 보조원(일반 음식점),시간제,시급,9160,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 117 (역삼동) 지하1층,대기업,서울동부지사,2022-11-15,1588-1519
544,2022-11-15,2022-11-15~2022-11-29,마스턴투자운용(주),환경 미화원,계약직,월급,1050000,무관,무관,무관,,    ,"서울특별시 서초구 강남대로 465 A동 21층(서초동, 강남교보타워) (서초동)",중소,서울동부지사,2022-11-15,1588-1519
545,2022-11-15,2022-11-15~2022-12-30,코액터스 주식회사,택시 운전원,상용직,월급,2000000,무관,무관,무관,,자동차운전면허2종보통    ,서울특별시 성동구 연무장13길 8 오복타워 705호 (성수동2가),중소,서울동부지사,2022-11-15,1588-1519
546,2022-11-15,2022-11-15~2022-11-18,동서울대학교,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,1900000,무관,0년개월,무관,,    ,"경기도 성남시 수정구 복정로 76 (복정동), 동서울대학교",중소,경기동부지사,2022-11-15,1588-1519
547,2022-11-15,2022-11-15~2022-12-08,(주)경희매니지먼트컴퍼니,음료 조리사(바리스타 포함),계약직,시급,9160,무관,무관,무관,,    ,서울특별시 동대문구 회기로 111  (회기동),중소,경기동부지사,2022-11-15,1588-1519
548,2022-11-15,2022-11-15~2022-11-21,쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000,무관,무관,무관,,    ,경기도 광주시 도척면 도척로 401-87 쿠팡 경기광주1센터,대기업,경기동부지사,2022-11-15,1588-1519
549,2022-11-15,2022-11-15~2022-12-15,더열린숲복지센터 사회적협동조합,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,경기도 수원시 권선구 효원로266번길 25 (권선동) 202호,중소,경기동부지사,2022-11-15,1588-1519
550,2022-11-15,2022-11-15~2022-11-30,(주)그린주의,사무 보조원(일반사업체),시간제,시급,9160,무관,무관,무관,,    ,"서울특별시 중랑구 신내역로3길 40-36 A동 1층 R106호 (신내동, 신내데시앙플렉스지식산업센터)",중소,서울북부지사,2022-11-15,1588-1519
551,2022-11-15,2022-11-15~2022-11-22,산서중고등학교,환경 미화원,상용직,월급,1167500,무관,무관,무관,,    ,전라북도 장수군 산서면 보산로 1852-6 (동화리),"공사,공공",전북지사,2022-11-15,1588-1519
552,2022-11-14,2022-11-14~2022-11-22,한국국토정보공사,사무 보조원(공공기관),계약직,월급,2011000,무관,무관,무관,,    ,전라북도 전주시 덕진구 기지로 120 (중동),"공사,공공",전북지사,2022-11-14,1588-1519
553,2022-11-14,2022-11-14~2022-11-24,호리바코리아(주),영업 기획·관리·지원 사무원,계약직,연봉,24288000,무관,무관,무관,,    ,경기도 안양시 만안구 일직로94번길 25 호리바코리아(주),중소,경기서부지사,2022-11-14,1588-1519
554,2022-11-14,2022-11-14~2022-11-21,쿠팡풀필먼트서비스유한회사,텔레마케터(콜센터),계약직,월급,1080000,신입,무관,무관,,    ,경기도 광주시 도척면 도척로 401-87 쿠팡 경기광주1센터,대기업,경남지사,2022-11-14,1588-1519
555,2022-11-14,2022-11-14~2022-12-09,주)엔지피,기타 전자 부품·제품 조립·검사원,상용직,시급,9160,무관,0년개월,무관,,    ,경상남도 창원시 마산회원구 자유무역3길 118 (양덕동),중소,경남지사,2022-11-15,1588-1519
556,2022-11-14,2022-11-14~2022-11-30,제이에스산업,세탁 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,    ,경상남도 창원시 의창구 동읍 자여로78번길 7-26 c동 1층 제이에스산업,개인,경남지사,2022-11-14,1588-1519
557,2022-11-14,2022-11-14~2022-11-30,주식회사 제이비프레시,기타 식품가공 종사원,상용직,시급,9160,무관,무관,무관,,    ,제주특별자치도 제주시 조천읍 남조로 2510 (주)제이비프레시,중소,제주지사,2022-11-14,1588-1519
558,2022-11-14,2022-11-14~2022-12-30,이노위드(주),자재·구매 사무원(일반 사업체),상용직,월급,960000,무관,무관,무관,,    ,광주광역시 광산구 하남산단5번로 26 (장덕동),대기업,광주지역본부,2022-11-14,1588-1519
559,2022-11-14,2022-11-14~2022-12-31,문지현쭈꾸미볶음전문점광주본점,일반 음식점 서빙원,상용직,시급,10000,무관,0년개월,무관,,    ,광주광역시 광산구 용아로 340 (산정동),개인,광주지역본부,2022-11-14,1588-1519
560,2022-11-14,2022-11-14~2022-12-23,굿윌스토어밀알대전유성점,매장 정리원(매장 보조원),상용직,시급,9160,무관,무관,무관,,    ,대전광역시 유성구 은구비로 36 B101호 (지족동),중소,대전지역본부,2022-11-14,1588-1519
561,2022-11-14,2022-11-14~2022-12-16,승윤제지 주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,경기도 평택시 팽성읍 노와길 442 승윤제지 주식회사,중소,경기지역본부,2022-11-14,1588-1519
562,2022-11-14,2022-11-14~2022-11-26,주식회사 케이에스위드엔젤,네일 아티스트(손톱 관리사),계약직,시급,9160,무관,0년개월,무관,,    ,강원도 춘천시 영서로 2491 (근화동),개인,강원지사,2022-11-21,1588-1519
563,2022-11-14,2022-11-14~2022-11-30,주식회사 케이에스위드엔젤,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,0년개월,무관,,    ,강원도 춘천시 영서로 2491 (근화동),개인,강원지사,2022-11-21,1588-1519
564,2022-11-14,2022-11-14~2022-11-30,주식회사 케이에스위드엔젤,안마사,계약직,월급,1300000,무관,0년개월,무관,,    ,강원도 춘천시 영서로 2491 (근화동),개인,강원지사,2022-11-21,1588-1519
565,2022-11-14,2022-11-14~2022-11-18,주식회사 행복누리,주차 관리·안내원,상용직,월급,2040000,무관,무관,무관,,    ,충청북도 청주시 흥덕구 백봉로 39 (송정동),대기업,충북지사,2022-11-14,1588-1519
566,2022-11-14,2022-11-14~2022-11-25,주식회사 아름누리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1050000,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 아름누리,중소,충북지사,2022-11-14,1588-1519
567,2022-11-14,2022-11-14~2022-12-31,(주)비투엔,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,무관,고졸,전산학·컴퓨터공학,    ,서울특별시 영등포구 당산로41길 11 sk v1 center w동 1602호,중소,서울남부지사,2022-11-14,1588-1519
568,2022-11-14,2022-11-14~2022-11-30,(주)현대종합관리,환경 미화원,계약직,월급,1413480,무관,무관,무관,,    ,"인천광역시 계양구 오조산로57번길 15 (계산동, 명동빌딩)505호. (계산동)",중소,서울남부지사,2022-11-14,1588-1519
569,2022-11-14,2022-11-14~2022-12-31,알서포트주식회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,무관,고졸,응용 소프트웨어 공학,    ,서울특별시 송파구 위례성대로 10 에스타워 9~15층,중소,서울남부지사,2022-11-14,1588-1519
570,2022-11-14,2022-11-14~2022-12-31,(주)엠티데이타,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,무관,고졸,,    ,경기도 성남시 분당구 판교로255번길 9-22 판교우림W-City 514호 (삼평동),중소,서울남부지사,2022-11-14,1588-1519
571,2022-11-14,2022-11-14~2022-12-31,패스트파이브(주),마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,0년개월,고졸,,    ,서울특별시 강남구 테헤란로87길 36 도심공항타워 24층,중소,서울남부지사,2022-11-14,1588-1519
572,2022-11-14,2022-11-14~2022-11-21,주식회사지놈앤컴퍼니,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,무관,고졸,,    ,경기도 성남시 분당구 판교로255번길 35 판교실리콘파크 B동 8층,중소,서울남부지사,2022-11-14,1588-1519
573,2022-11-14,2022-11-14~2022-12-05,(주)파리크라상 라그릴리아 여의도 파크원점,음료 조리사(바리스타 포함),상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 영등포구 여의대로 108 (여의도동),"공사,공공",서울남부지사,2022-11-15,1588-1519
574,2022-11-14,2022-11-14~2022-11-25,구심 사회적협동조합,사무 보조원(일반사업체),상용직,월급,796000,무관,0년개월,무관,,    ,서울특별시 금천구 가산디지털1로 233 (가산동) 503호,개인,서울남부지사,2022-11-14,1588-1519
575,2022-11-14,2022-11-14~2022-12-05,한국주택금융공사,사무 보조원(공공기관),계약직,월급,1950000,무관,무관,무관,,    ,부산광역시 남구 문현금융로 40 부산국제금융센터 27층 인사부 (문현동),중소,부산지역본부,2022-11-14,1588-1519
576,2022-11-14,2022-11-14~2022-12-23,주식회사 아델라7,제과·제빵원,상용직,시급,9160,무관,0년개월,무관,,    ,부산광역시 남구 황령대로319번나길 30 (대연동),중소,부산지역본부,2022-11-14,1588-1519
577,2022-11-14,2022-11-14~2022-12-20,(사)굿네이버스인터내셔널대구경북본부,사무 보조원(일반사업체),계약직,시급,9160,무관,무관,고졸,,    ,대구광역시 동구 동촌로 273 (방촌동) 3층,"협회,단체",대구지역본부,2022-11-14,1588-1519
578,2022-11-14,2022-11-14~2022-12-09,대구대학교행복기숙사 유한회사,환경 미화원,시간제,시급,9160,무관,0년개월,무관,,    ,경상북도 경산시 진량읍 대구대로 201 대구대학교행복기숙사,"공사,공공",대구지역본부,2022-11-14,1588-1519
579,2022-11-14,2022-11-14~2023-02-13,(주)지원포장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2000000,무관,0년개월,무관,,    ,경상북도 고령군 개진면 인안길 39-5 개진면 생리 135-2,개인,대구지역본부,2022-11-14,1588-1519
580,2022-11-14,2022-11-14~2022-11-17,엘티메탈 주식회사,생산·품질 사무원 및 관리원(기계·자동차·금속),상용직,연봉,40998000,무관,무관,대졸,,    ,인천광역시 서구 가재울로 14 .,중소,인천지사,2022-11-14,1588-1519
581,2022-11-14,2022-11-14~2022-12-31,(주)모아저축은행,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1050000,무관,무관,무관,,    ,인천광역시 미추홀구 경인로 406 (주안동),중소,인천지사,2022-11-14,1588-1519
582,2022-11-14,2022-11-14~2022-12-09,항공안전기술원,사무 보조원(공공기관),계약직,시급,9160,무관,무관,무관,,    ,인천광역시 서구 로봇랜드로 155-11 로봇타워 16층 항공안전기술원 (청라동),중소,인천지사,2022-11-14,1588-1519
583,2022-11-14,2022-11-14~2022-12-31,주식회사명지위드,의료 보조원,상용직,시급,9160,무관,무관,무관,,    ,경기도 고양시 덕양구 화수로14번길 55 명지병원 (화정동),중소,경기북부지사,2022-11-21,1588-1519
584,2022-11-14,2022-11-14~2022-12-31,이유사회적협동조합,전산자료 입력원(DB·단순자료),계약직,월급,2100000,신입,무관,무관,,    ,부산광역시 해운대구 센텀중앙로 48 1210호 에이스하이테크21 (우동),중소,경기북부지사,2022-11-14,1588-1519
585,2022-11-14,2022-11-14~2022-12-31,(주)크린코리아,세탁원(다림질원),상용직,시급,9160,무관,무관,무관,,    ,경기도 김포시 하성면 원산로 45-19 (주)크린코리아,중소,경기북부지사,2022-11-21,1588-1519
586,2022-11-14,2022-11-14~2022-12-31,(주)삼화당피앤티,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,0년개월,무관,,    ,경기도 남양주시 진건읍 진관산단로59번길 39 (주)삼화당피앤티,중소,경기북부지사,2022-11-21,1588-1519
587,2022-11-14,2022-11-14~2022-11-30,에코캡 주식회사,창고 관리원(자재 검수원 포함),상용직,시급,9160,무관,무관,무관,,    ,울산광역시 울주군 언양읍 반천반송산업로 137-66 (주) 에코캡,중소,울산지사,2022-11-21,1588-1519
588,2022-11-14,2022-11-14~2022-11-30,한국금융안전(주),물건·이삿짐 운반원,계약직,연봉,26000000,무관,무관,고졸,,    ,서울특별시 동작구 대림로 27 한국금융안전 빌딩 (신대방동),중소,서울남부지사,2022-11-14,1588-1519
589,2022-11-14,2022-11-14~2022-11-30,대한약품공업(주),"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,2200000,무관,무관,무관,전산학·컴퓨터공학,    ,서울특별시 영등포구 선유로45길 3 (양평동4가),중소,서울남부지사,2022-11-14,1588-1519
590,2022-11-14,2022-11-14~2022-12-31,행복나래 주식회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,무관,고졸,,    ,"서울특별시 중구 서소문로 89-31 (순화동), 3,5,6층",중소,서울남부지사,2022-11-14,1588-1519
591,2022-11-14,2022-11-14~2022-12-31,에스케이쉴더스 주식회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,무관,고졸,,    ,경기도 성남시 분당구 판교로227번길 23 (삼평동),대기업,서울남부지사,2022-11-14,1588-1519
592,2022-11-14,2022-11-14~2022-12-31,아이뱅크,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,무관,고졸,,    ,서울특별시 금천구 가산디지털1로 145 에이스하이엔드타워3차 701호 (가산동),중소,서울남부지사,2022-11-14,1588-1519
593,2022-11-14,2022-11-14~2022-12-31,법무법인 지평,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2000000,무관,무관,고졸,,    ,"서울특별시 서대문구 충정로 60 (미근동, 10층)",중소,서울남부지사,2022-11-14,1588-1519
594,2022-11-14,2022-11-14~2022-11-14,(주)윌앤비전,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,무관,무관,,    ,서울특별시 영등포구 당산로41길 24 (당산동5가),개인,경기서부지사,2022-11-16,1588-1519
595,2022-11-14,2022-11-14~2022-11-30,명도자립센터,제과·제빵원,상용직,시급,9160,무관,무관,무관,,    ,전라남도 목포시 대박길 69 (대양동),"협회,단체",전남지사,2022-11-18,1588-1519
596,2022-11-14,2022-11-14~2022-12-09,중증장애인희망사업단,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,전라남도 나주시 도민길 40-17 A동 (빛가람동),중소,전남지사,2022-11-14,1588-1519
597,2022-11-14,2022-11-15~2022-11-30,상주적십자병원,의료 보조원,계약직,월급,2250000,무관,무관,무관,,    ,경상북도 상주시 상서문로 53 (남성동),중소,경북지사,2022-11-14,1588-1519
598,2022-11-14,2022-11-14~2022-11-23,학교법인명성학원,"기타 건물 관리원(공원, 종교시설 등)",상용직,시급,9160,무관,0년개월,고졸,,    ,"경상북도 영주시 숫골길23번길 39 (영주1동,영광여고) (영주동)","공사,공공",경북지사,2022-11-14,1588-1519
599,2022-11-14,2022-11-14~2022-12-23,(주)현대캐터링시스템,주방 보조원(일반 음식점),계약직,월급,961800,무관,0년개월,무관,,    ,경기도 성남시 분당구 야탑로 98 2층 (주)현대캐터링시스템 (야탑동),대기업,경북지사,2022-11-14,1588-1519
600,2022-11-14,2022-11-14~2022-12-31,한양대학교구리병원,의료 보조원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 구리시 경춘로 153 (교문동),대기업,경기북부지사,2022-11-21,1588-1519
601,2022-11-14,2022-11-14~2022-12-31,진흥공업사,자동차 부분품 조립·검사원,상용직,시급,9160,무관,무관,무관,,    ,경기도 남양주시 화도읍 경춘로2347번길 16 진흥공업,중소,경기북부지사,2022-11-21,1588-1519
602,2022-11-14,2022-11-14~2022-11-18,조달청,사업체 구내식당 급식 조리사,상용직,월급,2090000,무관,무관,무관,,    ,대전광역시 서구 청사로 189 조달청,중소,공단본부,2022-11-16,1588-1519
603,2022-11-14,2022-11-14~2022-11-30,사회적협동조합공존,사무 보조원(일반사업체),상용직,시급,9160,무관,무관,무관,,    ,서울특별시 강동구 진황도로 119 4층 사회적협동조합공존,중소,서울동부지사,2022-11-15,1588-1519
604,2022-11-14,2022-11-14~2022-11-30,(주)섬기고나누며누리는사람들,매장 정리원(매장 보조원),계약직,시급,9160,무관,0년개월,무관,,    ,서울특별시 송파구 동남로24길 11 (103호(오금동),중소,서울동부지사,2022-11-14,1588-1519
605,2022-11-14,2022-11-14~2022-12-31,한국투자증권㈜,환경 미화원,상용직,시급,10500,무관,무관,무관,,    ,서울특별시 영등포구 의사당대로 88  (여의도동),중소,경기동부지사,2022-11-14,1588-1519
606,2022-11-14,2022-11-14~2022-11-18,한국소방산업기술원,사무 보조원(공공기관),계약직,월급,1960000,신입,무관,무관,,    ,경기도 용인시 기흥구 지삼로 331 한국소방산업기술원,중소,경기동부지사,2022-11-14,1588-1519
607,2022-11-14,2022-11-14~2022-11-23,한국마사회,모니터 요원,계약직,월급,1120000,신입,무관,무관,,    ,경기도 과천시 경마공원대로 107  (주암동),중소,경기서부지사,2022-11-14,1588-1519
608,2022-11-14,2022-11-14~2022-11-21,창녕군청,사무 보조원(공공기관),계약직,시급,9160,무관,무관,무관,,    ,경상남도 창녕군 창녕읍 군청길 1 (교리),"공사,공공",경남지사,2022-11-14,1588-1519
609,2022-11-13,2022-11-13~2022-11-30,공릉꿈마을협동조합,음료 조리사(바리스타 포함),시간제,시급,9160,무관,0년개월,무관,,    ,서울특별시 노원구 화랑로 464 (공릉동),"협회,단체",서울북부지사,2022-11-15,1588-1519
610,2022-11-12,2022-11-12~2022-12-11,나노전자,전자 부품·제품 생산기계 조작원,상용직,월급,2500000,무관,무관,무관,,    ,경기도 화성시 마도면 청원산단1길 10-9 나노전자,중소,경기지역본부,2022-11-15,1588-1519
611,2022-11-11,2022-11-11~2022-11-17,성균관대학 삼성창원병원,의료 보조원,계약직,시급,9160,무관,0년개월,무관,,    ,경상남도 창원시 마산회원구 팔용로 158 (합성동),대기업,경남지사,2022-11-11,1588-1519
612,2022-11-11,2022-11-11~2022-11-30,국방기술품질원,사무 보조원(공공기관),계약직,연봉,15890000,무관,무관,무관,,    ,경상남도 진주시 동진로 420 (충무공동),"공사,공공",경남지사,2022-11-18,1588-1519
613,2022-11-11,2022-11-11~2022-12-31,장성군청,국가·지방행정 사무원,상용직,월급,2000000,무관,0년개월,무관,,    ,"전라남도 장성군 장성읍 영천로 200 (영천리), 장성군청 총무과","공사,공공",광주지역본부,2022-11-11,1588-1519
614,2022-11-11,2022-11-11~2022-12-31,(주)예당티앤피,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,전라남도 담양군 금성면 금성공단길 43 주식회사 예당 T&P,중소,광주지역본부,2022-11-11,1588-1519
615,2022-11-11,2022-11-11~2023-02-09,한빛장애인보호작업장,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9160,무관,0년개월,무관,,    ,광주광역시 서구 내방로 256-5 (쌍촌동),개인,광주지역본부,2022-11-11,1588-1519
616,2022-11-11,2022-11-11~2022-11-18,주식회사 현대에쓰앤에쓰,사무 보조원(일반사업체),상용직,월급,1200000,무관,무관,무관,,    ,대구광역시 동구 동호로3길 22 4층 (동호동),중소,대전지역본부,2022-11-11,1588-1519
617,2022-11-11,2022-11-11~2022-11-15,(주)자우버,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9160,무관,무관,무관,,    ,충청남도 계룡시 두마면 입암길 42-46 자우버(입암리),중소,대전지역본부,2022-11-11,1588-1519
618,2022-11-11,2022-11-11~2022-11-30,에이원심사손해사정(주),네일 아티스트(손톱 관리사),시간제,시급,9160,무관,0년개월,무관,,    ,서울특별시 영등포구 선유로49길 23 (양평동4가),개인,대전지역본부,2022-11-11,1588-1519
619,2022-11-11,2022-11-11~2022-11-23,에이원심사손해사정(주),사무 보조원(일반사업체),상용직,시급,9160,무관,0년개월,무관,,    ,서울특별시 영등포구 선유로49길 23 (양평동4가),개인,대전지역본부,2022-11-11,1588-1519
620,2022-11-11,2022-11-11~2022-11-30,(사)한국지체장애인협회영상음향사업소,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9160,무관,0년개월,무관,,    ,경기도 오산시 역광장로 77 (오산동),중소,경기지역본부,2022-11-11,1588-1519
621,2022-11-11,2022-11-11~2022-11-30,(주)제이에스엔,기계·금속 분야 단순 종사원,계약직,시급,9620,무관,무관,무관,,    ,대구광역시 달서구 성서로71길 43 (주)제이에스엔,중소,경기지역본부,2022-11-11,1588-1519
622,2022-11-11,2022-11-11~2023-01-27,명도산업(주),가구 제조원,상용직,시급,9160,무관,0년개월,무관,,    ,경기도 안성시 양성면 한내로 542 명도목재산업,중소,경기지역본부,2022-11-11,1588-1519
623,2022-11-11,2022-11-11~2022-11-30,피닉슨컨트롤스(주),사무 보조원(일반사업체),계약직,시급,10000,무관,0년개월,무관,,    ,경기도 화성시 동탄산단4길 9-13 피닉슨컨트롤스  (방교동),중소,경기지역본부,2022-11-11,1588-1519
624,2022-11-11,2022-11-11~2022-12-31,일동후디스(주),주입·포장·상표부착기 등 기타 기계 조작원,계약직,연봉,25000000,경력,1년개월,무관,,    ,강원도 춘천시 동내면 거두단지2길 60 일동후디스(주),중소,강원지사,2022-11-11,1588-1519
